GenderSelect,Country,Age,CurrentJobTitleSelect,LanguageRecommendationSelect,FormalEducation,MLSkillsSelect,EmployerIndustry,TimeGatheringData,TimeModelBuilding,TimeProduction,TimeVisualizing,TimeFindingInsights,TimeOtherSelect,JobSatisfaction,CompensationUSD
Male,India,36.0,Machine Learning Engineer,R,Master's degree,Natural Language Processing,Academic,10.0,25.0,20.0,20.0,25.0,0.0,5,9371.999999999998
Male,United States,27.0,Software Developer/Software Engineer,Python,Bachelor's degree,Computer Vision,Internet-based,40.0,50.0,0.0,10.0,0.0,0.0,3,115000.0
Male,United States,39.0,Data Analyst,Python,Master's degree,Supervised Machine Learning (Tabular Data),Retail,20.0,10.0,30.0,30.0,10.0,0.0,7,115000.0
Male,China,21.0,Engineer,C/C++/C#,Bachelor's degree,Adversarial Learning,CRM/Marketing,10.0,30.0,30.0,10.0,20.0,0.0,8,48960.0
Male,Singapore,35.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Computer Vision,Reinforcement learning,Speech Recognition,Time Series",Financial,40.0,20.0,10.0,10.0,20.0,0.0,7,89110.68000000001
Male,India,31.0,,R,Bachelor's degree,Supervised Machine Learning (Tabular Data),Telecommunications,40.0,20.0,0.0,20.0,20.0,0.0,6,21867.999999999996
Female,United States,27.0,Data Scientist,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Time Series",Retail,70.0,10.0,0.0,10.0,10.0,0.0,4,100000.0
Male,Pakistan,28.0,Data Analyst,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data)",Telecommunications,30.0,30.0,10.0,10.0,20.0,0.0,7,6000.0
Male,India,24.0,Business Analyst,Python,Bachelor's degree,"Recommendation Engines,Time Series",Pharmaceutical,50.0,20.0,0.0,10.0,20.0,0.0,7,14057.999999999998
Male,Japan,25.0,Machine Learning Engineer,Python,Master's degree,"Adversarial Learning,Computer Vision,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Other,15.0,35.0,20.0,10.0,20.0,0.0,4,40986.0
Male,Pakistan,24.0,Machine Learning Engineer,Python,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Time Series",Technology,70.0,20.0,0.0,10.0,0.0,0.0,9,6822.72
Male,India,26.0,Other,Python,Bachelor's degree,Reinforcement learning,Other,30.0,20.0,10.0,20.0,20.0,0.0,4,10231.099999999999
Male,Australia,43.0,Data Scientist,SAS,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Time Series,Other (please specify; separate by semi-colon)",Other,50.0,35.0,5.0,0.0,10.0,0.0,7,200577.50000000003
Male,India,28.0,Software Developer/Software Engineer,Python,Master's degree,Speech Recognition,Technology,30.0,50.0,10.0,10.0,0.0,0.0,8,1171.4999999999998
Male,United States,33.0,Data Analyst,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Time Series",Telecommunications,20.0,10.0,30.0,30.0,10.0,0.0,3,93000.0
Male,United States,38.0,Software Developer/Software Engineer,Python,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)",Internet-based,50.0,0.0,30.0,10.0,10.0,0.0,8,155000.0
Male,Vietnam,28.0,Data Scientist,Python,Bachelor's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",CRM/Marketing,30.0,20.0,20.0,10.0,20.0,0.0,8,2000.0
Female,United States,45.0,Engineer,Python,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)",CRM/Marketing,30.0,40.0,10.0,10.0,10.0,0.0,8,150000.0
Male,United States,21.0,Data Analyst,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Technology,10.0,60.0,20.0,10.0,0.0,0.0,7,780.9999999999999
Male,India,29.0,Statistician,R,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",CRM/Marketing,50.0,20.0,10.0,0.0,20.0,0.0,3,1405.8
Male,United States,30.0,Computer Scientist,Python,Master's degree,"Computer Vision,Reinforcement learning,Unsupervised Learning",Government,10.0,30.0,30.0,10.0,10.0,0.0,3,96536.57
Male,United States,33.0,Software Developer/Software Engineer,Python,Some college/university study without earning a bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Insurance,20.0,5.0,30.0,20.0,25.0,0.0,9,140000.0
Male,Other,28.0,Engineer,C/C++/C#,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Telecommunications,55.0,30.0,4.0,1.0,10.0,0.0,7,7175.580000000001
Male,India,47.0,Data Analyst,Python,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,30.0,20.0,10.0,20.0,20.0,0.0,8,150000.0
Male,Australia,30.0,Software Developer/Software Engineer,Python,Master's degree,"Computer Vision,Natural Language Processing,Time Series",Internet-based,75.0,5.0,0.0,10.0,10.0,0.0,7,124358.05000000002
Female,Brazil,22.0,Statistician,R,Some college/university study without earning a bachelor's degree,"Outlier detection (e.g. Fraud detection),Survival Analysis,Time Series",Other,60.0,0.0,15.0,15.0,10.0,0.0,10,8033.750000000001
Male,Other,46.0,DBA/Database Engineer,R,Master's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis",Financial,20.0,20.0,20.0,20.0,20.0,0.0,8,119582.6
Male,India,25.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Unsupervised Learning",Technology,45.0,25.0,5.0,5.0,20.0,0.0,7,21867.999999999996
Male,United States,31.0,Scientist/Researcher,R,Some college/university study without earning a bachelor's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis",Academic,25.0,40.0,0.0,20.0,15.0,0.0,9,125000.0
Male,South Africa,52.0,Data Scientist,R,Master's degree,,Other,50.0,10.0,10.0,20.0,10.0,0.0,10,28490.74
Male,France,24.0,Data Scientist,Python,Master's degree,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Insurance,35.0,60.0,5.0,0.0,0.0,0.0,7,59791.3
Male,India,21.0,Data Analyst,Python,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,60.0,10.0,10.0,15.0,5.0,0.0,5,7809.999999999999
Male,Hong Kong,22.0,Other,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Mix of fields,50.0,5.0,40.0,5.0,0.0,0.0,3,38399.4
Male,Belgium,32.0,Data Scientist,Python,Doctoral degree,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Other,50.0,25.0,10.0,10.0,5.0,0.0,7,83707.82
Male,United States,50.0,Scientist/Researcher,Python,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Academic,50.0,30.0,0.0,20.0,0.0,0.0,5,82000.0
Female,United States,29.0,Scientist/Researcher,Python,Doctoral degree,Other (please specify; separate by semi-colon),Academic,20.0,20.0,15.0,20.0,25.0,0.0,6,24000.0
Male,Nigeria,29.0,Data Scientist,Python,Master's degree,"Adversarial Learning,Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Financial,30.0,30.0,10.0,15.0,15.0,0.0,5,11698.38
Male,India,27.0,Researcher,R,Doctoral degree,"Natural Language Processing,Reinforcement learning,Time Series,Unsupervised Learning",Academic,20.0,15.0,20.0,40.0,5.0,0.0,0,390.49999999999994
Male,India,25.0,Data Analyst,R,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Other,60.0,10.0,10.0,10.0,0.0,10.0,10,320.21
Female,United States,28.0,Data Analyst,Python,Master's degree,"Survival Analysis,Time Series",Government,20.0,40.0,10.0,10.0,20.0,0.0,7,85000.0
Female,United States,39.0,Scientist/Researcher,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning,Other (please specify; separate by semi-colon)",Technology,20.0,60.0,5.0,10.0,5.0,0.0,3,300000.0
Male,United States,,Other,Python,Master's degree,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data)",Financial,0.0,0.0,0.0,100.0,0.0,0.0,5,0.0
Female,India,37.0,Engineer,Scala,Master's degree,Outlier detection (e.g. Fraud detection),Insurance,50.0,20.0,15.0,10.0,5.0,0.0,10,10933.999999999998
Male,India,29.0,Data Scientist,R,Master's degree,Supervised Machine Learning (Tabular Data),Mix of fields,30.0,20.0,20.0,20.0,10.0,0.0,5,0.0
Female,United States,25.0,Software Developer/Software Engineer,Python,Bachelor's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Pharmaceutical,80.0,10.0,10.0,0.0,0.0,0.0,10,130000.0
Male,United States,29.0,Researcher,Python,Bachelor's degree,Recommendation Engines,Academic,60.0,0.0,0.0,30.0,10.0,0.0,4,18000.0
Male,Russia,27.0,Scientist/Researcher,Python,Professional degree,"Computer Vision,Time Series,Other (please specify; separate by semi-colon)",Technology,30.0,25.0,30.0,5.0,10.0,0.0,4,13921.6
Male,Japan,35.0,Software Developer/Software Engineer,Python,Some college/university study without earning a bachelor's degree,Outlier detection (e.g. Fraud detection),Mix of fields,30.0,20.0,50.0,0.0,0.0,0.0,0,40986.0
Male,Belgium,51.0,Other,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Time Series",Financial,85.0,5.0,0.0,5.0,5.0,0.0,3,8370.782000000001
Male,India,24.0,Other,R,Bachelor's degree,Supervised Machine Learning (Tabular Data),Other,50.0,20.0,10.0,10.0,10.0,0.0,3,468.59999999999997
Male,India,28.0,Data Analyst,Python,Master's degree,"Computer Vision,Recommendation Engines,Time Series",Mix of fields,60.0,5.0,0.0,20.0,15.0,0.0,7,15619.999999999998
Male,India,31.0,DBA/Database Engineer,Python,Bachelor's degree,Unsupervised Learning,Technology,40.0,20.0,10.0,30.0,0.0,0.0,1,780.9999999999999
Female,India,23.0,Engineer,Python,Master's degree,Other (please specify; separate by semi-colon),Technology,80.0,10.0,5.0,5.0,0.0,0.0,8,234.29999999999998
Male,Chile,30.0,Data Analyst,R,Bachelor's degree,Supervised Machine Learning (Tabular Data),Mix of fields,30.0,20.0,10.0,20.0,20.0,0.0,7,24089.999999999996
Male,India,26.0,Software Developer/Software Engineer,Java,Bachelor's degree,Computer Vision,Technology,30.0,20.0,40.0,10.0,0.0,0.0,5,2186.7999999999997
Male,United States,30.0,Data Miner,Python,Master's degree,"Adversarial Learning,Natural Language Processing,Recommendation Engines,Speech Recognition,Supervised Machine Learning (Tabular Data),Time Series",Internet-based,30.0,20.0,30.0,10.0,10.0,0.0,1,70000.0
Male,India,28.0,Researcher,Python,Master's degree,Computer Vision,Academic,30.0,30.0,20.0,10.0,10.0,0.0,7,118711.99999999999
Male,Vietnam,34.0,Computer Scientist,Python,Bachelor's degree,"Computer Vision,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series",Financial,40.0,30.0,10.0,10.0,10.0,0.0,8,60000.0
Male,Indonesia,21.0,Computer Scientist,R,Bachelor's degree,Adversarial Learning,Internet-based,40.0,30.0,10.0,10.0,10.0,0.0,7,20000.0
Male,Singapore,26.0,Business Analyst,,Bachelor's degree,"Adversarial Learning,Machine Translation,Survival Analysis",Mix of fields,20.0,30.0,10.0,10.0,30.0,0.0,8,371294.5
Male,Other,22.0,Data Scientist,Python,Master's degree,"Computer Vision,Machine Translation,Natural Language Processing,Reinforcement learning",Mix of fields,50.0,30.0,5.0,10.0,5.0,0.0,7,20280.0
Female,Australia,34.0,Machine Learning Engineer,Python,Doctoral degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Technology,30.0,40.0,10.0,10.0,10.0,0.0,9,64184.8
Male,India,31.0,Data Miner,R,Master's degree,Supervised Machine Learning (Tabular Data),Academic,70.0,10.0,0.0,10.0,0.0,10.0,5,624.8
Female,India,39.0,Data Scientist,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Unsupervised Learning",Technology,40.0,5.0,15.0,20.0,10.0,10.0,6,6247.999999999999
Male,India,27.0,Other,R,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Hospitality/Entertainment/Sports,40.0,20.0,20.0,10.0,10.0,0.0,10,12495.999999999998
Male,Ukraine,28.0,Data Scientist,Stata,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,40.0,5.0,15.0,20.0,20.0,0.0,7,32229.12
Male,India,27.0,Software Developer/Software Engineer,Java,Bachelor's degree,"Unsupervised Learning,Other (please specify; separate by semi-colon)",Retail,30.0,25.0,30.0,10.0,5.0,0.0,8,19868.64
Male,Japan,29.0,Machine Learning Engineer,Python,Master's degree,Supervised Machine Learning (Tabular Data),Internet-based,40.0,10.0,30.0,10.0,10.0,0.0,7,68310.0
Male,India,25.0,Data Analyst,R,Master's degree,Natural Language Processing,Mix of fields,80.0,20.0,0.0,0.0,0.0,0.0,5,5545.099999999999
Male,China,23.0,Data Scientist,C/C++/C#,Master's degree,Adversarial Learning,Academic,100.0,0.0,0.0,0.0,0.0,0.0,8,33660.0
Male,Taiwan,28.0,Software Developer/Software Engineer,Python,Master's degree,"Computer Vision,Speech Recognition,Time Series",Manufacturing,50.0,20.0,10.0,10.0,10.0,0.0,3,16652.0
Male,India,55.0,Researcher,Python,Doctoral degree,"Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,5.0,5.0,50.0,25.0,5.0,10.0,8,12495.999999999998
Male,India,23.0,Data Scientist,Python,Master's degree,Outlier detection (e.g. Fraud detection),Technology,0.0,55.0,0.0,30.0,15.0,0.0,9,31239.999999999996
Male,Colombia,45.0,Predictive Modeler,R,Professional degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Time Series,Unsupervised Learning",Mix of fields,25.0,25.0,25.0,25.0,0.0,0.0,8,13680.0
Male,Australia,28.0,Machine Learning Engineer,Python,Bachelor's degree,"Computer Vision,Natural Language Processing,Supervised Machine Learning (Tabular Data),Time Series",Technology,50.0,40.0,10.0,0.0,0.0,0.0,5,104300.30000000002
Male,United States,36.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,50.0,20.0,5.0,5.0,10.0,10.0,8,205000.0
Male,Australia,26.0,Programmer,Python,Some college/university study without earning a bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,1.0,1.0,1.0,1.0,1.0,95.0,6,52150.15000000001
Male,Kenya,30.0,Other,R,Bachelor's degree,Supervised Machine Learning (Tabular Data),Non-profit,40.0,20.0,10.0,10.0,20.0,0.0,7,1167.1200000000001
Male,Other,26.0,Data Miner,Python,Bachelor's degree,"Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,10.0,50.0,30.0,10.0,0.0,0.0,8,4239.5
Female,India,27.0,Other,SAS,Master's degree,Other (please specify; separate by semi-colon),Financial,50.0,0.0,0.0,0.0,50.0,0.0,5,7.499999999999999
Male,United Kingdom,48.0,Scientist/Researcher,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Other,60.0,10.0,10.0,20.0,0.0,0.0,4,198628.19999999998
Male,India,27.0,Business Analyst,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Mix of fields,20.0,30.0,10.0,20.0,20.0,0.0,4,10152.999999999998
Male,Singapore,56.0,Other,Python,Doctoral degree,"Machine Translation,Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Academic,50.0,40.0,0.0,0.0,10.0,0.0,7,141091.91
Male,Japan,37.0,Researcher,Python,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,20.0,20.0,20.0,20.0,20.0,0.0,6,65000.0
Male,Israel,34.0,Machine Learning Engineer,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Internet-based,25.0,30.0,35.0,0.0,10.0,0.0,8,135827.52
Male,Other,31.0,Researcher,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Non-profit,60.0,10.0,0.0,10.0,20.0,0.0,8,13725.6
Male,Israel,30.0,Data Scientist,Python,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,50.0,15.0,7.0,15.0,13.0,0.0,5,52633.164
Male,Australia,0.0,Predictive Modeler,R,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Government,30.0,20.0,0.0,40.0,10.0,0.0,1,62580.18000000001
Male,Israel,26.0,Machine Learning Engineer,Python,Master's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Time Series",Military/Security,50.0,20.0,5.0,25.0,0.0,0.0,8,31127.14
Male,India,24.0,Machine Learning Engineer,Python,Bachelor's degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,60.0,10.0,10.0,10.0,10.0,0.0,10,14057.999999999998
Male,Japan,43.0,Scientist/Researcher,Python,Doctoral degree,Computer Vision,Academic,20.0,20.0,0.0,30.0,30.0,0.0,7,91080.0
Male,Italy,55.0,Data Analyst,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Academic,25.0,25.0,10.0,10.0,30.0,0.0,9,298956.5
Male,India,23.0,Engineer,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Mix of fields,60.0,10.0,0.0,5.0,25.0,0.0,8,11714.999999999998
Male,United States,30.0,Data Scientist,Python,Master's degree,Supervised Machine Learning (Tabular Data),Government,20.0,25.0,10.0,20.0,25.0,0.0,3,50000.0
Male,India,23.0,Business Analyst,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Mix of fields,25.0,50.0,0.0,0.0,25.0,0.0,7,7809.999999999999
Male,Australia,29.0,Business Analyst,R,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Other,20.0,10.0,10.0,30.0,30.0,0.0,8,120346.50000000001
Male,India,24.0,Data Scientist,Python,Bachelor's degree,"Computer Vision,Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series",Mix of fields,20.0,20.0,10.0,30.0,20.0,0.0,9,9371.999999999998
Male,Sweden,,Data Scientist,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Other (please specify; separate by semi-colon)",Technology,30.0,10.0,5.0,30.0,0.0,25.0,7,102667.28000000001
Male,India,27.0,Software Developer/Software Engineer,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Supervised Machine Learning (Tabular Data)",Mix of fields,0.0,0.0,70.0,30.0,0.0,0.0,4,10215.48
Male,Turkey,39.0,Computer Scientist,Matlab,Doctoral degree,"Natural Language Processing,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,30.0,45.0,10.0,10.0,5.0,0.0,8,25000.0
Male,United States,23.0,Data Scientist,C/C++/C#,Bachelor's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,30.0,30.0,10.0,10.0,20.0,0.0,8,104000.0
Male,India,34.0,Data Analyst,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Survival Analysis,Time Series,Unsupervised Learning",Other,40.0,20.0,10.0,10.0,10.0,10.0,6,15619.999999999998
Male,Germany,31.0,Researcher,Python,Master's degree,"Computer Vision,Time Series,Unsupervised Learning",Academic,40.0,10.0,0.0,20.0,30.0,0.0,8,41853.91
Male,United States,30.0,Predictive Modeler,Python,Doctoral degree,Supervised Machine Learning (Tabular Data),Academic,30.0,30.0,0.0,10.0,30.0,0.0,7,95000.0
Male,India,27.0,Data Scientist,R,Bachelor's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series",Technology,20.0,30.0,20.0,10.0,20.0,0.0,4,0.24210999999999996
Female,United Kingdom,43.0,Machine Learning Engineer,Python,Master's degree,"Computer Vision,Reinforcement learning",Technology,50.0,40.0,0.0,10.0,0.0,0.0,5,66209.4
Male,Other,33.0,Software Developer/Software Engineer,C/C++/C#,Bachelor's degree,Supervised Machine Learning (Tabular Data),Military/Security,15.0,5.0,15.0,5.0,60.0,0.0,7,43049.736000000004
Male,India,30.0,Engineer,Python,Bachelor's degree,Time Series,Mix of fields,50.0,10.0,20.0,10.0,10.0,0.0,8,39049.99999999999
Male,Netherlands,37.0,Data Scientist,Python,Doctoral degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Mix of fields,30.0,15.0,0.0,35.0,20.0,0.0,7,89686.95
Male,Greece,41.0,Software Developer/Software Engineer,Python,Doctoral degree,"Natural Language Processing,Reinforcement learning,Supervised Machine Learning (Tabular Data)",Technology,40.0,30.0,20.0,5.0,5.0,0.0,7,53812.170000000006
Female,Germany,26.0,Predictive Modeler,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,65.0,20.0,2.5,2.5,10.0,0.0,9,77728.69
Male,France,33.0,Data Scientist,Python,Master's degree,"Outlier detection (e.g. Fraud detection),Recommendation Engines,Supervised Machine Learning (Tabular Data)",Mix of fields,20.0,20.0,20.0,20.0,20.0,0.0,8,89686.95
Female,India,23.0,Machine Learning Engineer,Python,Bachelor's degree,"Recommendation Engines,Reinforcement learning,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Technology,25.0,30.0,15.0,30.0,0.0,0.0,7,8800.0
"Non-binary, genderqueer, or gender non-conforming",Philippines,32.0,Data Scientist,R,Master's degree,"Adversarial Learning,Computer Vision,Natural Language Processing,Reinforcement learning,Speech Recognition,Unsupervised Learning",Technology,20.0,50.0,15.0,10.0,5.0,0.0,7,2749.1800000000003
Male,Pakistan,23.0,Software Developer/Software Engineer,R,Bachelor's degree,Unsupervised Learning,Financial,20.0,20.0,10.0,20.0,30.0,0.0,6,6633.2
Male,Russia,37.0,Other,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Mix of fields,60.0,20.0,0.0,10.0,10.0,0.0,6,52206.0
Male,Japan,28.0,Data Analyst,Python,Master's degree,"Natural Language Processing,Recommendation Engines,Time Series",Internet-based,50.0,20.0,10.0,10.0,10.0,0.0,5,32060.16
Male,Norway,46.0,Programmer,Python,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series",Pharmaceutical,0.0,10.0,60.0,10.0,20.0,0.0,7,102001.6
Male,Malaysia,26.0,Data Analyst,Python,Bachelor's degree,Supervised Machine Learning (Tabular Data),Telecommunications,35.0,30.0,15.0,10.0,10.0,0.0,0,8560.296
Male,India,32.0,Engineer,Python,Bachelor's degree,Natural Language Processing,Pharmaceutical,25.0,25.0,10.0,15.0,25.0,0.0,5,24991.999999999996
Male,Spain,45.0,Scientist/Researcher,R,Doctoral degree,Supervised Machine Learning (Tabular Data),Academic,20.0,30.0,20.0,20.0,10.0,0.0,8,35874.78
Male,United States,34.0,Software Developer/Software Engineer,Python,Doctoral degree,Supervised Machine Learning (Tabular Data),Military/Security,80.0,5.0,5.0,5.0,5.0,0.0,8,90000.0
Male,Russia,23.0,Data Analyst,Python,Bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Pharmaceutical,50.0,20.0,10.0,20.0,0.0,0.0,9,22970.64
Male,France,32.0,Scientist/Researcher,Python,Doctoral degree,"Supervised Machine Learning (Tabular Data),Time Series",Academic,20.0,40.0,20.0,20.0,0.0,0.0,6,46346.579999999994
Male,China,27.0,Scientist/Researcher,Python,Bachelor's degree,Unsupervised Learning,Academic,5.0,85.0,0.0,10.0,0.0,0.0,5,6579.0
Male,Finland,46.0,Other,R,Master's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Retail,50.0,20.0,10.0,20.0,0.0,0.0,7,83707.82
Male,India,28.0,Data Analyst,R,Bachelor's degree,"Survival Analysis,Time Series",Technology,20.0,20.0,5.0,55.0,0.0,0.0,1,5623.2
Male,United States,45.0,Data Scientist,R,Master's degree,"Supervised Machine Learning (Tabular Data),Time Series,Unsupervised Learning",Technology,30.0,30.0,30.0,5.0,5.0,0.0,7,220000.0
Male,Hong Kong,38.0,Programmer,Python,Bachelor's degree,"Adversarial Learning,Supervised Machine Learning (Tabular Data)",Technology,50.0,0.0,50.0,0.0,0.0,0.0,6,36863.424
Male,France,26.0,Scientist/Researcher,Python,Master's degree,Other (please specify; separate by semi-colon),Other,20.0,50.0,5.0,10.0,0.0,15.0,7,41853.91
Female,Hong Kong,26.0,Researcher,Matlab,Bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Academic,10.0,50.0,0.0,0.0,0.0,40.0,8,2431.962
Male,Netherlands,33.0,Researcher,Matlab,Master's degree,,Other,10.0,50.0,20.0,10.0,10.0,0.0,4,53812.170000000006
Male,Finland,29.0,Data Scientist,R,Master's degree,"Natural Language Processing,Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data)",Mix of fields,70.0,10.0,5.0,10.0,5.0,0.0,7,59791.3
Male,Japan,39.0,Data Scientist,Python,Master's degree,Supervised Machine Learning (Tabular Data),Manufacturing,50.0,10.0,10.0,20.0,10.0,0.0,8,90000.0
Male,Other,22.0,Statistician,R,Some college/university study without earning a bachelor's degree,"Supervised Machine Learning (Tabular Data),Unsupervised Learning",Academic,90.0,7.0,0.0,2.0,1.0,0.0,5,235.84
Male,China,30.0,Data Analyst,Python,Bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data)",Financial,70.0,20.0,0.0,10.0,0.0,0.0,6,7984.896000000001
Male,Spain,24.0,Software Developer/Software Engineer,Python,Some college/university study without earning a bachelor's degree,"Computer Vision,Supervised Machine Learning (Tabular Data),Unsupervised Learning",Internet-based,70.0,20.0,5.0,5.0,0.0,0.0,5,21524.868000000002
Male,Denmark,39.0,Computer Scientist,Python,Doctoral degree,Unsupervised Learning,Technology,40.0,10.0,10.0,30.0,10.0,0.0,6,128583.99999999999
Female,Pakistan,25.0,Computer Scientist,Python,Master's degree,Computer Vision,Academic,5.0,83.0,0.0,2.0,10.0,0.0,5,426.42
Male,Italy,58.0,Data Scientist,,Master's degree,"Outlier detection (e.g. Fraud detection),Supervised Machine Learning (Tabular Data),Time Series",Other,50.0,20.0,25.0,1.0,4.0,0.0,7,107624.34000000001
Female,France,32.0,Predictive Modeler,R,Master's degree,"Supervised Machine Learning (Tabular Data),Survival Analysis",Government,30.0,10.0,0.0,30.0,30.0,0.0,7,62182.952000000005
